zone_risk,income_band_value,working_hours,platform_tenure,days_active_last_week,zone_disruption_count,expected_weekly_loss
0.6334037565104235,3,57,32,4,2,900.0
0.8714605901877177,2,16,6,7,10,332.5868845076378
0.8036720768991145,1,59,40,1,10,464.74195921024415
0.18657005888603584,4,35,21,6,9,900.0
0.8925589984899778,5,35,7,6,1,900.0
0.5393422419156507,1,28,7,1,19,300.1094456279096
0.8074401551640625,5,18,47,0,4,531.5617699136258
0.8960912999234932,2,29,39,0,7,420.2467045477806
0.3180034749718639,2,51,27,7,12,749.287080140149
0.11005192452767676,1,54,8,6,14,452.4211848967262
0.22793516254194168,5,59,9,4,1,900.0
0.4271077886262563,2,25,28,3,11,395.6212717329896
0.8180147659224931,4,26,15,4,7,827.620167519629
0.8607305832563434,3,31,2,1,20,900.0
0.006952130531190703,3,22,7,1,18,589.4744267487341
0.5107473025775657,2,21,47,5,0,200.4255017159988
0.417411003148779,5,19,18,3,7,694.5726093860212
0.22210781047073025,2,10,22,6,9,151.9939563321456
0.1198653673336828,5,41,10,1,12,900.0
0.33761517140362796,4,39,33,5,4,900.0
0.9429097039125192,5,17,7,0,8,771.6104287801148
0.32320293202075523,2,30,3,1,9,489.7712326887324
0.5187906217433661,4,31,14,2,13,900.0
0.7030189588951778,1,27,44,3,10,172.41386324410118
0.363629602379294,3,11,46,5,13,258.8476020568951
0.9717820827209607,2,57,36,3,2,761.4253022705216
0.9624472949421112,2,53,13,3,20,900.0
0.25178229582536416,2,18,16,2,15,316.1262888329669
0.49724850589238545,4,12,16,4,19,510.2750187982155
0.30087830981676966,1,35,5,0,16,349.72070933036355
0.2848404943774676,5,30,25,3,4,851.7012621926126
0.036886947354532795,1,39,38,1,6,213.12054709712072
0.6095643339798968,4,37,38,7,16,900.0
0.5026790232288615,2,45,38,0,19,824.6482659662336
0.05147875124998935,3,35,39,1,10,665.4364583991666
0.27864646423661144,2,43,48,0,11,578.4429888198232
0.9082658859666537,5,17,41,6,1,485.8510313360874
0.23956189066697242,3,19,26,0,18,485.12245471431305
0.1448948720912231,2,57,13,5,4,700.4325097632174
0.489452760277563,3,52,44,1,10,900.0
0.9856504541106007,1,59,26,7,18,583.6899349054568
0.2420552715115004,4,23,1,1,6,661.0562786376881
0.6721355474058786,2,49,8,6,20,900.0
0.7616196153287176,5,24,4,0,5,900.0
0.23763754399239967,1,26,21,3,10,194.27325520152715
0.7282163486118596,2,27,22,7,13,487.1953800185483
0.3677831327192532,1,41,37,1,3,215.47505561721948
0.6323058305935795,5,47,3,6,7,900.0
0.6335297107608947,2,32,19,7,8,504.3461913159739
0.5357746840747585,5,55,1,2,1,900.0
0.0902897700544083,3,32,29,2,10,618.2457866830555
0.835302495589238,5,44,23,0,19,900.0
0.32078006497173583,3,48,33,4,6,858.4335507874075
0.18651851039985423,2,24,41,0,3,257.79141472572496
0.040775141554763916,3,33,23,6,13,695.588193987817
0.5908929431882418,2,37,5,0,0,464.54203406091773
0.6775643618422824,2,25,7,3,11,467.87137204898403
0.016587828927856152,4,25,6,3,18,900.0
0.512093058299281,2,49,22,5,4,620.6362319018449
0.22649577519793795,3,48,13,6,7,900.0
0.6451727904094499,4,15,12,4,10,496.2485756800143
0.17436642900499144,4,11,4,7,3,266.28900791680184
0.690937738102466,2,22,8,6,14,445.03985658322756
0.3867353463005374,5,53,37,6,19,900.0
0.9367299887367345,5,56,31,4,11,900.0
0.13752094414599325,4,18,37,6,19,616.2542128375045
0.3410663510502585,2,43,45,4,20,725.06407217346
0.11347352124058907,5,26,26,4,9,866.9195463495596
0.9246936182785628,2,36,43,4,15,655.791228396226
0.877339353380981,2,38,8,6,7,674.857109032183
0.2579416277151556,4,46,40,6,19,900.0
0.659984046034179,4,52,33,0,7,900.0
0.8172222002012158,1,31,45,6,5,215.1193608177957
0.5552008115994623,5,60,29,0,2,900.0
0.5296505783560065,5,33,5,5,7,900.0
0.24185229090045168,5,16,28,2,9,546.4534698849786
0.09310276780589921,3,43,40,2,4,648.3477337686913
0.8972157579533268,2,57,17,5,10,900.0
0.9004180571633305,4,21,23,5,3,592.2377564195369
0.6331014572732679,5,32,45,1,16,900.0
0.3390297910487007,1,24,9,0,2,158.61652869059512
0.3492095746126609,5,42,2,4,17,900.0
0.7259556788702394,2,22,32,7,7,345.7346874447395
0.8971102599525771,2,32,31,1,11,535.7809459214885
0.8870864242651173,4,47,7,3,20,900.0
0.7798755458576239,3,41,30,0,15,900.0
0.6420316461542878,4,54,3,6,13,900.0
0.08413996499504883,5,59,9,5,20,900.0
0.16162871409461377,1,44,10,2,15,399.12193223377244
0.8985541885270792,4,10,46,0,3,252.35174908411054
0.6064290596595899,3,56,47,5,0,824.7404291774542
0.009197051616629648,4,54,26,7,0,900.0
0.1014715428660321,2,14,1,7,14,237.19643131948226
0.6635017691080558,5,22,30,0,19,900.0
0.005061583846218687,5,14,38,6,19,587.9878273299421
0.16080805141749865,5,41,15,0,2,900.0
0.5487337893665861,5,60,25,6,13,900.0
0.6918951976926933,5,30,6,0,8,900.0
0.6519612595026005,5,33,18,3,18,900.0
0.22426930946055978,1,27,1,2,7,211.56255162012425
0.7121792213475359,3,30,3,0,1,658.4057579211867
0.23724908749680007,5,19,17,5,3,539.9680075347136
0.3253996981592677,3,33,48,3,0,415.0559623712918
0.7464914051180241,5,49,8,7,10,900.0
0.6496328990472147,4,56,40,1,4,900.0
0.8492234104941779,5,30,17,0,1,900.0
0.6576128923003434,2,34,25,6,12,568.882759879459
0.5683086033354716,1,32,41,3,16,233.8957578160354
0.09367476782809248,4,31,12,4,16,900.0
0.3677158030594335,4,13,29,1,17,469.2647169201581
0.26520236768172545,2,43,25,2,20,790.8953308758183
0.24398964337908358,5,15,36,0,8,493.605690053089
0.9730105547524456,1,37,25,0,5,310.0826403433526
0.3930977246667604,4,40,29,3,19,900.0
0.8920465551771133,1,44,11,7,2,312.4048758593008
0.6311386259972629,4,48,4,2,7,900.0
0.7948113035416484,5,51,14,4,2,900.0
0.5026370931051921,4,32,46,1,0,621.7762728004964
0.5769038846263591,4,15,38,5,19,571.214740914895
0.4925176938188639,3,25,17,2,12,639.5361795458592
0.1952429877980445,5,11,2,0,20,560.965039995625
0.7224521152615053,2,33,8,3,4,496.1996102671734
0.2807723624408558,2,26,36,4,15,423.8034195825899
0.02431596643145384,5,54,10,3,20,900.0
0.6454722959071678,2,10,7,1,15,194.2584234887364
0.17711067940704894,5,15,36,6,11,531.5169149304659
0.9404585843529143,2,14,16,6,12,256.4081648104574
0.9539285770025874,3,54,14,2,3,900.0
0.9148643902204485,2,59,16,3,8,900.0
0.3701587002554444,4,38,25,5,15,900.0
0.015456616528867428,5,21,41,5,0,409.2298165640879
0.9283185625877254,1,48,4,6,4,385.66308547732376
0.42818414831731433,1,56,29,6,20,583.3459323936112
0.9666548190436696,5,12,6,3,4,527.3367651095188
0.9636199770892528,3,57,1,7,18,900.0
0.8530094554673601,2,10,39,0,8,134.87055955015302
0.2944488920695857,3,36,1,3,7,806.7995155661196
0.38509772860192526,1,57,40,4,18,481.9776795929548
0.8511366715168569,5,33,3,2,17,900.0
0.31692200515627766,5,53,1,1,14,900.0
0.1694927466860925,3,28,1,7,3,542.4485959162936
0.5568012624583502,3,17,39,5,14,370.1290559512394
0.936154774160781,2,53,21,7,12,900.0
0.696029796674973,4,56,45,3,17,900.0
0.570061170089365,4,11,30,4,19,406.7395725014682
0.09717649377076854,2,39,32,7,4,442.921024843473
0.6150072266991697,4,39,33,6,17,900.0
0.9900538501042633,1,58,48,5,7,415.4655875186979
0.14008401523652403,4,48,22,7,0,900.0
0.5183296523637367,2,54,30,5,18,900.0
0.8773730719279554,4,41,46,1,16,900.0
0.7407686177542044,5,10,4,5,1,361.96566529213044
0.697015740995268,3,47,23,7,18,900.0
0.7024840839871093,1,22,44,4,15,178.9981232115032
0.35949115121975517,5,20,25,5,17,860.8143250558761
0.29359184426449336,5,19,12,5,1,542.4327825647359
0.8093611554785136,2,57,17,3,5,871.4389425081233
0.8101133946791808,3,35,15,3,6,823.68385841781
0.8670723185801037,3,29,10,6,5,733.06594357023
0.9132405525564713,1,26,35,2,5,151.75643933282768
0.5113423988609378,2,26,29,0,8,323.7100334283219
0.5015162946871996,1,13,12,4,7,83.18962480874052
0.7982951789667752,4,14,1,0,20,682.6110091119007
0.6499639307777652,5,32,1,0,8,900.0
0.7019668772577033,1,55,10,5,11,477.0125049712661
0.795792669436101,5,19,18,7,17,900.0
0.8900053418175663,2,55,47,6,5,722.4233322408255
0.3379951568515358,4,37,2,1,3,900.0
0.375582952639944,2,42,8,7,6,615.5061016415233
0.093981939840869,4,52,22,7,17,900.0
0.578280140996174,4,35,22,1,19,900.0
0.035942273796742086,5,59,26,5,4,900.0
0.46559801813246016,2,57,26,6,17,900.0
0.5426446347075766,2,38,9,4,9,581.8134720397188
0.2865412521282844,1,36,21,0,7,231.90021438637623
0.5908332605690108,2,27,31,2,0,314.16676998072376
0.03050024993904943,1,49,43,6,14,334.9966742644999
0.03734818874921442,3,19,6,0,2,326.4032834723204
0.8226005606596583,3,51,14,1,14,900.0
0.3601906414112629,3,14,33,0,13,327.2171506522023
0.12706051265188478,2,19,7,3,0,208.07556259020907
0.5222432600548044,2,59,24,3,20,900.0
0.7699935530986108,1,30,9,2,7,265.7794400516189
0.21582102749684318,4,33,11,4,6,875.8834094947746
0.6228904758190003,1,47,23,0,8,417.36455738634834
0.085347464993768,3,12,48,3,17,215.37304522763907
0.0516817211686077,1,49,2,4,11,409.6024880882179
0.531354631568148,4,40,15,6,7,900.0
0.5406351216101065,2,50,35,6,7,636.0379595432836
0.6374299014982066,1,46,36,3,5,285.32053683998106
0.7260913337226615,3,11,28,4,2,213.15576495437213
0.9758520794625346,3,11,39,4,1,225.0243596186064
0.5163003483011953,2,48,44,3,13,748.8507109646272
0.32295647294124596,1,58,4,5,7,457.9999765790379
0.7951861947687037,4,51,10,1,5,900.0
0.2708322512620742,2,53,6,4,3,683.4357240322387
0.4389714207056361,1,43,30,6,4,267.23671270939496
0.07845638134226596,5,51,46,5,20,900.0
0.02535074341545751,3,29,35,0,12,574.5106621520615
0.9626484146779251,4,42,43,5,8,900.0
0.8359801205122058,4,13,10,3,12,499.18539172198655
0.695974206093698,4,54,32,5,8,900.0
0.4089529444142699,3,53,42,1,15,900.0
0.17329432007084578,1,20,42,3,11,138.87750819845385
0.15643704267108605,2,51,3,2,1,579.3351851581028
0.25024289816459533,1,56,26,0,18,489.5676449946154
0.5492266647061205,2,14,15,6,15,289.5404526184407
0.7145959227000623,4,34,17,2,12,900.0
0.6601973767177313,1,58,27,5,4,377.7697650723107
0.27993389694594284,4,46,18,4,5,900.0
0.9548652806631941,5,43,19,5,20,900.0
0.7378969166957685,4,18,12,7,16,735.6681128854469
0.5543540525114007,4,15,24,6,16,497.96596551912364
0.6117207462343522,2,27,5,6,16,554.7018909178562
0.4196000624277899,5,23,24,7,2,626.2148970448058
0.24773098950115746,4,28,27,4,12,810.6214342372028
0.3559726786512616,4,23,48,2,11,577.3975734531306
0.7578461104643691,5,49,30,2,5,900.0
0.014393488629755868,5,26,15,4,20,900.0
0.11607264050691624,1,44,47,1,12,269.3176603877473
0.04600264202175275,2,38,38,7,13,528.2353106922902
0.040728802318970136,5,51,44,0,6,900.0
0.8554605840110072,5,26,34,3,4,840.1390039606094
0.7036578593800237,3,52,27,7,13,900.0
0.4741738290873252,5,17,20,2,17,804.6758497446195
0.09783416065100148,2,10,41,0,3,88.74257756081813
0.49161587511683236,4,54,32,3,0,900.0
0.4734717707805657,4,45,4,5,6,900.0
0.17320186991001518,4,16,5,3,19,650.711483658674
0.43385164923797304,4,55,8,2,12,900.0
0.39850473439737344,3,14,22,1,3,247.2889266566416
0.6158500980522165,5,33,42,1,12,900.0
0.6350936508676438,4,37,7,0,3,900.0
0.04530400977204452,1,52,22,5,2,276.80041248614117
0.3746126146264712,4,26,46,0,7,626.2739391273332
0.6258599157142364,5,46,30,4,19,900.0
0.5031362585800877,4,29,37,1,7,795.418214747537
0.8564898411883223,3,12,16,0,16,366.41575908945606
0.658693631618945,2,46,15,4,14,844.0984212611643
0.1629344270814297,2,35,5,5,3,414.832340268279
0.07056874740042984,5,24,3,6,5,821.536975132268
0.6424192782063156,2,60,23,3,5,802.925191509273
0.026511310541621813,2,57,10,0,9,782.9421545385558
0.5857755812734633,1,17,5,4,3,91.32550259916648
0.9402302414249576,5,22,23,1,8,900.0
0.575474177875879,5,57,15,7,15,900.0
0.3881699262065219,2,12,18,3,6,160.9790575142037
0.6432882184423532,2,10,25,0,13,133.51695635647775
0.45825289049151663,2,18,8,1,5,267.94546304016006
0.5456167893159349,3,40,31,6,0,669.760761220949
0.9414648087765252,4,50,21,3,17,900.0
0.38610263780077425,3,35,2,2,11,900.0
0.9611905638239142,5,26,22,1,14,900.0
0.9053506419560637,1,43,8,2,0,303.45039975436623
0.19579113478929644,4,18,23,5,14,572.0461360326063
0.06936130087516545,1,60,32,0,14,452.5018629588847
0.10077800137742665,5,22,8,6,15,900.0
0.018221825651549728,5,14,4,4,20,672.8436186493971
0.0944429607559284,1,50,30,0,0,216.34799472483147
0.6830067734163568,1,22,19,1,2,161.53405112529407
0.07118864846022899,1,10,23,2,11,41.72916788600193
0.3189756302937613,5,34,18,7,6,900.0
0.8448753109694546,2,56,29,2,4,781.349468504057
0.023271935735825866,1,13,23,3,0,68.12128727301155
0.8144684825889358,4,45,33,0,0,900.0
0.28185477477339993,5,19,47,0,14,657.3739683092331
0.11816482762165625,3,37,18,1,7,696.4532266603409
0.6967371653641506,3,15,44,7,10,307.05018147381554
0.628942846779884,4,36,33,2,13,900.0
0.877472013527053,2,21,7,1,12,389.5398820306759
0.7350710438038858,1,57,28,1,18,550.4624991894992
0.8034809303848486,5,12,1,5,11,564.4878055096416
0.2820345725713065,1,55,39,2,18,422.7244222334621
0.17743954377972282,5,42,34,1,3,900.0
0.7506147516408583,3,19,39,2,3,339.5471402541312
0.806834739267264,1,40,19,1,2,275.88734551210257
0.9905051420006733,4,24,31,7,5,677.7129252017163
0.4126176769114265,2,16,13,4,4,195.54501315784518
0.37201808579278317,4,45,24,7,10,900.0
0.7764129607419968,2,23,5,7,8,452.75073234010256
0.34080354025301784,1,57,23,1,2,280.9027651823525
0.9307573256035647,1,23,19,7,8,190.117128425307
0.8584127518430118,2,12,1,7,11,244.56285324789778
0.42899402737501835,3,58,33,7,2,900.0
0.7508710677914974,5,55,33,1,19,900.0
0.7545428740846823,4,59,32,6,16,900.0
0.10312386883593261,4,12,28,4,20,426.51933646820106
0.9025529066795667,4,31,37,0,11,900.0
0.5052523724478571,1,28,41,2,17,258.4109161858187
0.8264574661077416,4,44,12,6,3,900.0
0.32004960103061175,5,21,9,3,9,800.1887084326312
0.8955232284962005,5,14,11,4,17,778.8984346625023
0.3892016787341631,2,19,33,6,7,224.4901499837302
0.01083765148029836,1,50,19,7,8,319.35101045898017
0.9053819764192637,5,42,42,0,18,900.0
0.09128667678613356,3,22,34,1,12,428.9830412132795
0.31931363759041487,1,44,7,5,5,306.9127681480386
0.9500619670508049,1,60,31,0,6,430.1564041329649
0.9506071469375561,5,41,2,4,20,900.0
0.5734378881232861,3,20,19,5,5,427.08092135369486
0.6318372121697993,2,57,38,1,10,826.8258976064595
0.44844552197831977,5,47,32,0,16,900.0
0.29321077169806453,3,33,10,3,18,900.0
0.32866454536991596,1,44,41,2,11,308.5503767310893
0.6725184560770384,3,28,8,2,20,900.0
0.75237452943768,1,15,26,4,20,161.44268027518564
0.7915790437258485,5,49,30,6,12,900.0
0.7896181427945539,5,54,11,1,17,900.0
0.09120610304869037,4,53,41,1,6,900.0
0.49442030470258147,4,51,20,2,4,900.0
0.057558760016644284,4,44,20,0,15,900.0
0.5495288823237355,5,13,9,1,3,434.3176692524046
0.441530501373377,2,42,8,3,0,497.78026298329036
0.8877041827582998,5,22,15,3,3,833.1187879769479
0.3509150125520787,3,45,34,1,2,723.6759697759954
0.11706701642760586,5,52,24,1,3,900.0
0.14299168205283586,5,28,33,2,0,648.0199302379177
0.7615106317174722,1,52,41,4,11,409.550324456044
0.6182180633162611,1,21,41,2,12,138.8415147628393
0.10112267612279024,1,20,45,4,1,81.69885341955572
0.08410680611499743,5,15,40,7,8,434.0493037122666
0.70096913145912,2,21,27,3,6,313.7431513891295
0.07276300636419353,3,36,21,4,12,803.6098413133514
0.8218600592903562,3,50,5,2,1,900.0
0.7062422271564962,2,34,35,1,0,381.957470666242
0.08134878064189976,2,51,21,4,17,877.407463363519
0.08483771408519192,3,12,4,2,6,219.6309618697142
0.9866395785011755,4,12,48,3,17,461.33184594430435
0.3742707957561203,1,29,16,5,18,237.4805243736638
0.3706421470668909,1,37,31,7,7,269.11725646355643
0.8127995672575026,3,32,26,4,11,816.0888390748632
0.9472485773838587,2,57,35,3,10,900.0
0.9860010638228709,4,12,6,3,8,447.9673325148344
0.7533781852589416,3,51,33,0,3,900.0
0.37625958553091576,1,33,21,5,6,230.84465666716943
0.08350071669866876,5,52,16,4,16,900.0
0.7771469159274368,2,49,47,2,10,701.355144185955
0.558404249735805,5,15,39,4,1,421.94887405502277
0.4242220092469763,3,29,34,4,17,722.8357657477347
0.906354385094736,1,20,42,5,11,158.1443867447196
0.11119748230615134,4,41,15,6,8,900.0
0.49262510429085915,5,36,6,3,10,900.0
0.011353644767419069,4,30,2,3,4,725.3878094611514
0.46866064199412627,1,53,24,3,6,349.9379820974004
0.05630327568183735,5,57,28,3,0,900.0
0.11881791626807192,4,59,1,5,4,900.0
0.11752624677710488,4,22,1,2,5,608.0046768944864
0.6492103021160636,5,31,28,1,12,900.0
0.7460448792654233,1,44,36,0,10,307.100734225622
0.5833687650971596,4,56,20,6,7,900.0
0.9621725484745419,3,31,48,6,19,860.0187620530435
0.37487057952370406,5,37,8,7,1,900.0
0.28571208628186073,2,30,1,3,14,589.4856625765897
0.8685991281894603,2,55,26,7,9,880.8673546670439
0.22359583851945264,1,27,43,3,7,155.70327847962812
0.9632225394406113,3,40,25,0,1,782.9074884615194
0.012154474689816341,4,55,10,3,20,900.0
0.969878826707639,2,46,12,1,14,900.0
0.04315991195057611,1,30,41,6,5,128.90918528693328
0.8911431136980711,3,23,7,4,4,559.5927590453218
0.5277011090862999,3,34,12,0,2,661.6881030282739
0.9929647961193003,1,36,47,6,10,274.43219768564967
0.07379656473539886,1,49,40,2,10,311.6207958079038
0.5538542844013208,4,32,17,6,15,900.0
0.969302535619099,1,40,5,0,2,342.1334473789333
0.5230978441701488,4,56,14,1,8,900.0
0.6293986381352625,4,38,34,5,2,893.334424423048
0.6957486889846172,5,56,48,2,18,900.0
0.45454106476777323,3,39,17,4,10,900.0
0.6275580800840634,3,60,35,3,13,900.0
0.5843143119231002,3,35,1,0,1,729.7471256209051
0.901158010490989,5,29,36,2,6,900.0
0.04544638034145787,4,47,15,0,9,900.0
0.2809631895922303,4,28,19,4,9,773.821730930294
0.9504114840765587,1,36,42,0,19,386.0807877958965
0.8902637838909163,5,34,5,7,0,900.0
0.45565675278571294,1,49,19,6,5,323.95676148733617
0.6201325978015367,5,47,43,6,20,900.0
0.2773811829811327,1,32,39,2,13,249.35013377056868
0.1881211597237613,2,38,5,1,1,408.24324765433505
0.46369840493998216,3,24,12,5,5,491.6325095626185
0.3533522280260528,3,12,19,2,0,197.67094736104522
0.5836561118508721,4,19,47,0,2,383.32349731261286
0.07773463696498484,2,24,12,4,3,264.63682165936575
0.9743948076661665,3,25,36,6,12,669.8573934687385
0.9862107444796029,4,26,12,3,2,787.2749939011522
0.6981617140197451,2,28,18,3,14,524.7166482146828
0.5360963663441204,3,20,48,4,12,430.2122799525071
0.30952761628632774,1,57,43,0,10,362.42933105729804
0.8137950197069487,5,14,34,5,3,492.2017730075328
0.6847311725538793,2,14,48,7,16,211.70455576918505
0.1626169393448913,4,23,33,4,4,496.36910644046503
0.9109271844938425,2,59,18,0,20,900.0
0.822537242923169,4,35,29,2,7,900.0
0.949799913291924,2,17,45,5,20,348.1315480639783
0.72571950838836,4,14,5,7,9,494.2703368052697
0.6134151959357899,3,16,25,7,6,343.221925435519
0.4182430362906189,1,25,24,1,16,227.57406207426297
0.9327284833540133,3,23,29,0,6,475.59045907726284
0.8660638895004084,1,46,38,7,18,402.86405925740763
0.04521867010618941,3,50,33,3,8,878.807822262561
0.026366974497252005,3,13,10,3,1,185.7227674852706
0.3764633668780496,2,45,37,6,19,760.2108214619797
0.8105533307818329,5,57,33,5,18,900.0
0.9872761293149445,4,26,23,7,5,802.4646057757183
0.15041689110352818,4,56,11,1,9,900.0
0.5941307153521351,4,45,24,0,12,900.0
0.3808908566310215,1,15,24,1,1,80.97850098392794
0.9699143978146032,4,25,7,6,9,881.0831533528008
0.8421189231357087,4,38,21,2,9,900.0
0.8383287047111379,2,45,20,1,4,657.0252360801605
0.4686931597949703,3,47,10,2,3,900.0
0.4148195023376652,4,46,25,3,1,900.0
0.27340707193070624,5,57,47,2,6,900.0
0.056375496650927115,4,57,36,0,17,900.0
0.8647223762550532,1,19,48,5,16,144.92708113696077
0.8129010091300776,1,50,47,5,10,378.96728671451694
0.9997176732861306,1,45,15,0,20,560.5653948435329
0.9966368370739054,4,38,44,0,17,900.0
0.5554317056026274,2,23,40,0,7,283.1578077426371
0.7689874151805105,5,13,40,4,11,506.7417729236664
0.944765729882428,4,53,6,7,0,900.0
0.8496473906774115,2,51,37,6,19,900.0
0.24734810174319766,2,45,2,2,20,900.0
0.4505441353100935,4,59,12,7,11,900.0
0.12915941515149498,4,54,4,0,5,900.0
0.9540510272587224,2,22,23,5,2,338.0252265720007
0.60617463445088,2,55,13,1,4,802.6858376235532
0.22864280550346272,2,27,17,1,13,396.87404401932764
0.6717006844058567,4,42,31,4,11,900.0
0.6181282404578958,2,30,16,7,12,556.5921125001636
0.3581627180328405,1,25,41,7,12,234.60906986023952
